C¢digo;Descriá∆o;Data In°cio;Data Fim;Ato Legal In°cio;N£mero;Ano
8443.11.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.12.00;-- M†quinas e aparelhos de impress∆o, por ofsete, do tipo utilizado em escrit¢rios, alimentados por folhas em que um lado n∆o seja superior a 22ˇcm e que o outro n∆o seja superior a 36ˇcm, quando n∆o dobradas;01/04/2022;31/12/9999;Res Camex;272;2021
8443.13;-- Outras m†quinas e aparelhos de impress∆o, por ofsete;01/04/2022;31/12/9999;Res Camex;272;2021
8443.13.10;Para impress∆o multicolor de recipientes de matÇrias pl†sticas, cil°ndricos, cìnicos ou de faces planas;01/04/2022;31/12/9999;Res Camex;272;2021
8443.13.2;Alimentados por folhas de formato inferior ou igual a 37,5ˇcm x 51ˇcm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.13.21;Com velocidade de impress∆o igual ou superior a 12.000 folhas por hora;01/04/2022;31/12/9999;Res Camex;272;2021
8443.13.29;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.13.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.14.00;-- M†quinas e aparelhos de impress∆o, tipogr†ficos, alimentados por bobinas, excluindo as m†quinas e aparelhos flexogr†ficos;01/04/2022;31/12/9999;Res Camex;272;2021
8443.15.00;-- M†quinas e aparelhos de impress∆o, tipogr†ficos, n∆o alimentados por bobinas, excluindo as m†quinas e aparelhos flexogr†ficos;01/04/2022;31/12/9999;Res Camex;272;2021
8443.16.00;-- M†quinas e aparelhos de impress∆o, flexogr†ficos;01/04/2022;31/12/9999;Res Camex;272;2021
8443.17;-- M†quinas e aparelhos de impress∆o, heliogr†ficos;01/04/2022;31/12/9999;Res Camex;272;2021
8443.17.10;Rotativas para heliogravura;01/04/2022;31/12/9999;Res Camex;272;2021
8443.17.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.19;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.19.10;Para serigrafia;01/04/2022;31/12/9999;Res Camex;272;2021
8443.19.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.3;- Outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si:;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31;-- M†quinas que executem pelo menos duas das seguintes funá‰es: impress∆o, c¢pia ou transmiss∆o de telec¢pia (fax), capazes de ser conectadas a uma m†quina autom†tica para processamento de dados ou a uma rede;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.1;Alimentadas por folhas, com velocidade de impress∆o, medida no formato A4 (210ˇmm x 297ˇmm), inferior ou igual a 45 p†ginas por minuto (ppm);01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.11;De jato de tinta l°quida, com largura de impress∆o inferior ou igual a 420ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.12;De transferància tÇrmica de cera s¢lida (por exemplo, solid ink e dye sublimation);01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.13;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), monocrom†ticas, com largura de impress∆o inferior ou igual a 280ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.14;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), monocrom†ticas, com largura de impress∆o superior a 280ˇmm, mas n∆o superior a 420ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.15;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), policrom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.16;Outras, com largura de impress∆o superior a 420ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.9;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.91;Com impress∆o por sistema tÇrmico;01/04/2022;31/12/9999;Res Camex;272;2021
8443.31.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32;-- Outros, capazes de ser conectados a uma m†quina autom†tica para processamento de dados ou a uma rede;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.2;Impressoras de impacto;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.21;De linha;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.22;De caracteres Braille;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.23;Outras matriciais (por pontos);01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.3;Outras impressoras, alimentadas por folhas, com velocidade de impress∆o, medida no formato A4 (210ˇmm x 297ˇmm), inferior ou igual a 45 p†ginas por minuto (ppm);01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.31;De jato de tinta l°quida, com largura de impress∆o inferior ou igual a 420ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.32;De transferància tÇrmica de cera s¢lida (por exemplo, solid ink e dye sublimation);01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.33;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), monocrom†ticas, com largura de impress∆o inferior ou igual a 280ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.34;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), monocrom†ticas, com largura de impress∆o superior a 280ˇmm, mas n∆o superior a 420ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.35;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), policrom†ticas, com velocidade de impress∆o inferior ou igual a 20 p†ginas por minuto (ppm);01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.36;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal L°quido), policrom†ticas, com velocidade de impress∆o superior a 20 p†ginas por minuto (ppm);01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.37;TÇrmicas, do tipo utilizado em impress∆o de imagens para diagn¢stico mÇdico em folhas revestidas com camada termossens°vel;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.38;Outras, com largura de impress∆o superior a 420ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.39;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.40;Outras impressoras alimentadas por folhas;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.5;Traáadores gr†ficos (plotters);01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.51;Por meio de penas;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.52;Outros, com largura de impress∆o superior a 580ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.59;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.9;Outros;01/11/2023;31/12/9999;Res Camex;499;2023
8443.32.91;Impressoras de c¢digo de barras postais, tipo 3 em 5, a jato de tinta fluorescente, com velocidade de atÇ 4,5ˇm/s e passo de 1,4ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8443.32.99;Outros;01/11/2023;31/12/9999;Res Camex;499;2023
8443.39;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.10;M†quinas de impress∆o por jato de tinta;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.2;M†quinas copiadoras eletrost†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.21;De reproduá∆o da imagem do original sobre a c¢pia por meio de um suporte intermedi†rio (processo indireto), monocrom†ticas, para c¢pias de superf°cie inferior ou igual a 1ˇm2, com velocidade inferior a 100 c¢pias por minuto;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.28;Outras, por processo indireto;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.30;Outras m†quinas copiadoras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.39.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.9;- Partes e acess¢rios:;01/04/2022;31/12/9999;Res Camex;272;2021
8443.91;-- Partes e acess¢rios de m†quinas e aparelhos de impress∆o por meio de blocos, cilindros e outros elementos de impress∆o da posiá∆o 84.42;01/04/2022;31/12/9999;Res Camex;272;2021
8443.91.10;De m†quinas e aparelhos da subposiá∆o 8443.12;01/04/2022;31/12/9999;Res Camex;272;2021
8443.91.9;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.91.91;Dobradoras;01/04/2022;31/12/9999;Res Camex;272;2021
8443.91.92;Numeradores autom†ticos;01/04/2022;31/12/9999;Res Camex;272;2021
8443.91.99;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.1;Mecanismos de impress∆o por impacto, suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.11;Mecanismos de impress∆o, mesmo sem cabeáa de impress∆o incorporada;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.12;Cabeáas de impress∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.2;Mecanismos de impress∆o por jato de tinta, suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.21;Mecanismos de impress∆o, mesmo sem cabeáa de impress∆o incorporada;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.22;Cabeáas de impress∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.23;Cartuchos de tinta;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.29;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.3;Mecanismos de impress∆o a laser, a LED (Diodos Emissores de Luz) ou a LCS (Sistema de Cristal L°quido), suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.31;Mecanismos de impress∆o, mesmo sem cilindro fotossens°vel incorporado;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.32;Cilindros recobertos de matÇria semicondutora fotoelÇtrica;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.33;Cartuchos de revelador (toners);01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.39;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.4;Mecanismos de impress∆o por sistema tÇrmico, suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.41;Mecanismos de impress∆o, mesmo sem cabeáa de impress∆o incorporada;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.42;Cabeáas de impress∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.49;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.50;Outros mecanismos de impress∆o, suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.60;Circuitos impressos com componentes elÇtricos ou eletrìnicos, montados;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.70;Bandejas e gavetas, suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.80;Mecanismos de alimentaá∆o ou de triagem de papÇis ou documentos, suas partes e acess¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8443.99.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8444.00;M†quinas para extrudar, estirar, texturizar ou cortar matÇrias tàxteis sintÇticas ou artificiais.;01/04/2022;31/12/9999;Res Camex;272;2021
8444.00.10;Para extrudar;01/04/2022;31/12/9999;Res Camex;272;2021
8444.00.20;Para corte ou ruptura de fibras;01/04/2022;31/12/9999;Res Camex;272;2021
8444.00.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.45;"M†quinas para preparaá∆o de matÇrias tàxteis; m†quinas para fiaá∆o, dobragem ou torá∆o, de matÇrias tàxteis e outras m†quinas e aparelhos para fabricaá∆o de fios tàxteis; m†quinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matÇrias tàxteis e m†quinas para preparaá∆o de fios tàxteis para a sua utilizaá∆o nas m†quinas das posiá‰es 84.46 ou 84.47.";01/04/2022;31/12/9999;Res Camex;272;2021
8445.1;- M†quinas para preparaá∆o de matÇrias tàxteis:;01/04/2022;31/12/9999;Res Camex;272;2021
8445.11;-- Cardas;01/04/2022;31/12/9999;Res Camex;272;2021
8445.11.10;Para l∆;01/04/2022;31/12/9999;Res Camex;272;2021
8445.11.20;Para fibras do Cap°tulo 53;01/04/2022;31/12/9999;Res Camex;272;2021
8445.11.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.12.00;-- Penteadoras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.13.00;-- Bancos de estiramento (fusos);01/04/2022;31/12/9999;Res Camex;272;2021
8445.19;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.10;M†quinas para a preparaá∆o da seda;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.2;M†quinas para a preparaá∆o de outras matÇrias tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.21;Para recuperaá∆o de cordas, fios, trapos ou qualquer outro desperd°cio, transformando-os em fibras adequadas para cardagem;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.22;Descaroáadeiras e deslintadeiras de algod∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.23;Para desengordurar, lavar, alvejar ou tingir fibras tàxteis em massa ou rama;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.24;Abridoras de fibras de l∆;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.25;Abridoras de fibras do Cap°tulo 53;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.26;M†quinas de carbonizar a l∆;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.27;Para estirar a l∆;01/04/2022;31/12/9999;Res Camex;272;2021
8445.19.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.20.00;- M†quinas para fiaá∆o de matÇrias tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
8445.30;- M†quinas para dobragem ou torá∆o, de matÇrias tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
8445.30.10;Retorcedeiras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.30.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40;- M†quinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matÇrias tàxteis;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.1;Bobinadoras autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.11;Bobinadoras de trama (espuladeiras);01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.12;Para fios elastanos;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.18;Outras, com atador autom†tico;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.2;Bobinadoras n∆o autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.21;Com velocidade de bobinado igual ou superior a 4.000ˇm/min;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.3;Meadeiras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.31;Com controle de comprimento ou peso e atador autom†tico;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.39;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.40;Noveleiras autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8445.40.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.90;- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.90.10;Urdideiras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.90.20;Passadeiras para liáo e pente;01/04/2022;31/12/9999;Res Camex;272;2021
8445.90.30;Para amarrar urdideiras;01/04/2022;31/12/9999;Res Camex;272;2021
8445.90.40;Autom†ticas, para colocar lamelas;01/04/2022;31/12/9999;Res Camex;272;2021
8445.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.46;Teares para tecidos.;01/04/2022;31/12/9999;Res Camex;272;2021
8446.10;- Para tecidos de largura n∆o superior a 30ˇcm;01/04/2022;31/12/9999;Res Camex;272;2021
8446.10.10;Com mecanismo Jacquard;01/04/2022;31/12/9999;Res Camex;272;2021
8446.10.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8446.2;- Para tecidos de largura superior a 30ˇcm, de lanáadeiras:;01/04/2022;31/12/9999;Res Camex;272;2021
8446.21.00;-- A motor;01/04/2022;31/12/9999;Res Camex;272;2021
8446.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8446.30;- Para tecidos de largura superior a 30ˇcm, sem lanáadeiras;01/04/2022;31/12/9999;Res Camex;272;2021
8446.30.10;A jato de ar;01/04/2022;31/12/9999;Res Camex;272;2021
8446.30.20;A jato de †gua;01/04/2022;31/12/9999;Res Camex;272;2021
8446.30.30;De projÇtil;01/04/2022;31/12/9999;Res Camex;272;2021
8446.30.40;De pináas;01/04/2022;31/12/9999;Res Camex;272;2021
8446.30.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
84.47;Teares para fabricar malhas, m†quinas de costura por entrelaáamento (couture-tricotage), m†quinas para fabricar guipuras, tules, rendas, bordados, passamanarias, gal‰es ou redes e m†quinas para inserir tufos.;01/04/2022;31/12/9999;Res Camex;272;2021
8447.1;- Teares circulares para malhas:;01/04/2022;31/12/9999;Res Camex;272;2021
8447.11.00;-- Com cilindro de diÉmetro n∆o superior a 165ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8447.12.00;-- Com cilindro de diÉmetro superior a 165ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8447.20;"- Teares retil°neos para malhas; m†quinas de costura por entrelaáamento (couture-tricotage)";01/04/2022;31/12/9999;Res Camex;272;2021
8447.20.10;Teares manuais;01/04/2022;31/12/9999;Res Camex;272;2021
8447.20.2;Teares motorizados;01/04/2022;31/12/9999;Res Camex;272;2021
8447.20.21;Para fabricaá∆o de malhas de urdidura;01/04/2022;31/12/9999;Res Camex;272;2021
8447.20.29;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8447.20.30;M†quinas de costura por entrelaáamento (couture-tricotage);01/04/2022;31/12/9999;Res Camex;272;2021
8447.90;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8447.90.10;M†quinas para fabricaá∆o de redes, tules ou fil¢s;01/04/2022;31/12/9999;Res Camex;272;2021
8447.90.20;M†quinas autom†ticas para bordar;01/04/2022;31/12/9999;Res Camex;272;2021
8447.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.48;"M†quinas e aparelhos auxiliares para as m†quinas das posiá‰es 84.44, 84.45, 84.46 ou 84.47 (por exemplo, ratieras (maquinetas*), mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lanáadeiras); partes e acess¢rios reconhec°veis como exclusiva ou principalmente destinados Ös m†quinas da presente posiá∆o ou das posiá‰es 84.44, 84.45, 84.46 ou 84.47 (por exemplo, fusos, aletas, guarniá‰es de cardas, pentes, barras, fieiras, lanáadeiras, liáos e quadros de liáos, agulhas, platinas, ganchos).";01/04/2022;31/12/9999;Res Camex;272;2021
8448.1;- M†quinas e aparelhos auxiliares para as m†quinas das posiá‰es 84.44, 84.45, 84.46 ou 84.47:;01/04/2022;31/12/9999;Res Camex;272;2021
8448.11;"-- Ratieras (Maquinetas*) e mecanismos Jacquard; redutores, perfuradores e copiadores de cart‰es; m†quinas para enlaáar cart‰es ap¢s perfuraá∆o";01/04/2022;31/12/9999;Res Camex;272;2021
8448.11.10;Ratieras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.11.20;Mecanismos Jacquard;01/04/2022;31/12/9999;Res Camex;272;2021
8448.11.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.19.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.20;- Partes e acess¢rios das m†quinas da posiá∆o 84.44 ou das suas m†quinas e aparelhos auxiliares;01/04/2022;31/12/9999;Res Camex;272;2021
8448.20.10;Fieiras para a extrus∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8448.20.20;Outras partes e acess¢rios de m†quinas para a extrus∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8448.20.30;De m†quinas para corte ou ruptura de fibras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.20.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.3;- Partes e acess¢rios das m†quinas da posiá∆o 84.45 ou das suas m†quinas e aparelhos auxiliares:;01/04/2022;31/12/9999;Res Camex;272;2021
8448.31.00;-- Guarniá‰es de cardas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32;-- De m†quinas para preparaá∆o de matÇrias tàxteis, exceto as guarniá‰es de cardas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.1;De cardas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.11;ChapÇus (flats);01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.20;De penteadoras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.30;De bancas de estiramento (bancas de fusos);01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.40;De m†quinas para a preparaá∆o da seda;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.50;De m†quinas para carbonizar l∆;01/04/2022;31/12/9999;Res Camex;272;2021
8448.32.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.33;-- Fusos e suas aletas, anÇis e cursores;01/04/2022;31/12/9999;Res Camex;272;2021
8448.33.10;Cursores;01/04/2022;31/12/9999;Res Camex;272;2021
8448.33.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.1;De m†quinas para fiaá∆o, dobragem ou torá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.11;De filat¢rios intermitentes (selfatinas);01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.12;De m†quinas do tipo tow-to-yarn;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.17;De outros filat¢rios;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.2;De m†quinas de bobinar ou de dobar;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.21;De bobinadoras de trama (espuladeiras);01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.22;De bobinadoras autom†ticas para fios elastanos, ou com atador autom†tico;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.23;Outras, de bobinadoras autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.9;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.91;De urdideiras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.92;De passadeiras para liáo e pente;01/04/2022;31/12/9999;Res Camex;272;2021
8448.39.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.4;- Partes e acess¢rios de teares para tecidos ou das suas m†quinas e aparelhos auxiliares:;01/04/2022;31/12/9999;Res Camex;272;2021
8448.42.00;-- Pentes, liáos e quadros de liáos;01/04/2022;31/12/9999;Res Camex;272;2021
8448.49;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.49.10;De m†quinas ou aparelhos auxiliares de teares;01/04/2022;31/12/9999;Res Camex;272;2021
8448.49.20;De teares para tecidos de largura superior a 30ˇcm, sem lanáadeiras, a jato de †gua ou de projÇtil;01/04/2022;31/12/9999;Res Camex;272;2021
8448.49.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.5;- Partes e acess¢rios dos teares, m†quinas ou aparelhos, da posiá∆o 84.47 ou das suas m†quinas e aparelhos auxiliares:;01/04/2022;31/12/9999;Res Camex;272;2021
8448.51;-- Platinas, agulhas e outros artigos, utilizados na formaá∆o das malhas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.51.10;Platinas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.51.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.10;De teares circulares para malhas;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.2;De teares retil°neos;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.21;Manuais;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.22;Para fabricaá∆o de malhas de urdidura;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.30;De m†quinas para fabricaá∆o de redes, tules ou fil¢s, ou autom†ticas para bordar;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.40;De m†quinas do item 8447.90.90;01/04/2022;31/12/9999;Res Camex;272;2021
8448.59.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8449.00;"M†quinas e aparelhos para fabricaá∆o ou acabamento de feltro ou de falsos tecidos (tecidos n∆o tecidos), em peáa ou em forma determinada, incluindo as m†quinas e aparelhos para fabricaá∆o de chapÇus de feltro; formas para chapelaria.";01/04/2022;31/12/9999;Res Camex;272;2021
8449.00.10;M†quinas e aparelhos para fabricaá∆o ou acabamento de feltros;01/04/2022;31/12/9999;Res Camex;272;2021
8449.00.20;M†quinas e aparelhos para fabricaá∆o de falsos tecidos (tecidos n∆o tecidos);01/04/2022;31/12/9999;Res Camex;272;2021
8449.00.80;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8449.00.9;Partes;01/04/2022;31/12/9999;Res Camex;272;2021
8449.00.91;De m†quinas ou aparelhos para fabricaá∆o de falsos tecidos (tecidos n∆o tecidos);01/04/2022;31/12/9999;Res Camex;272;2021
8449.00.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.50;M†quinas de lavar roupa, mesmo com dispositivos de secagem.;01/04/2022;31/12/9999;Res Camex;272;2021
8450.1;- M†quinas de capacidade, expressa em peso de roupa seca, n∆o superior a 10ˇkg:;01/04/2022;31/12/9999;Res Camex;272;2021
8450.11.00;-- M†quinas inteiramente autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8450.12.00;-- Outras m†quinas, com secador centr°fugo incorporado;01/04/2022;31/12/9999;Res Camex;272;2021
8450.19.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8450.20;- M†quinas de capacidade, expressa em peso de roupa seca, superior a 10ˇkg;01/04/2022;31/12/9999;Res Camex;272;2021
8450.20.10;T£neis cont°nuos;01/04/2022;31/12/9999;Res Camex;272;2021
8450.20.20;Outras m†quinas, de capacidade n∆o superior a 18 kg;01/04/2024;31/12/9999;Res Camex;547;2023
8450.20.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8450.90;- Partes;01/04/2022;31/12/9999;Res Camex;272;2021
8450.90.10;De m†quinas dos itens 8450.20.10 ou 8450.20.90;01/02/2026;31/12/9999;Res Gecex;812;2025
8450.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.51;"M†quinas e aparelhos (exceto as m†quinas da posiá∆o 84.50) para lavar, limpar, espremer, secar, passar, prensar (incluindo as prensas de transferància tÇrmica ou de fus∆o), branquear, tingir, para apresto e acabamento, para revestir ou impregnar fios, tecidos ou obras de matÇrias tàxteis e m†quinas para revestir tecidos-base ou outros suportes utilizados na fabricaá∆o de revestimentos para pisos (pavimentos), tais como lin¢leo; m†quinas para enrolar, desenrolar, dobrar, cortar ou dentear tecidos.";01/04/2022;31/12/9999;Res Camex;272;2021
