C¢digo;Descriá∆o;Data In°cio;Data Fim;Ato Legal In°cio;N£mero;Ano
0302.45.00;-- Carapaus (Trachurus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.46.00;-- Bijupir† (Cobia*) (Rachycentron canadum);01/04/2022;31/12/9999;Res Camex;272;2021
0302.47.00;-- Espadarte (Xiphias gladius);01/04/2022;31/12/9999;Res Camex;272;2021
0302.49;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.49.10;Espadins, marlins, veleiros (Istiophoridae);01/04/2022;31/12/9999;Res Camex;272;2021
0302.49.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.5;- Peixes das fam°lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto subprodutos comest°veis de peixes das subposiá‰es 0302.91 a 0302.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0302.51.00;-- Bacalhau-do-atlÉntico (Gadus morhua), bacalhau-da-groelÉndia (Gadus ogac) e bacalhau-do-pac°fico (Gadus macrocephalus);01/04/2022;31/12/9999;Res Camex;272;2021
0302.52.00;-- Hadoque (Arinca*) (Melanogrammus aeglefinus);01/04/2022;31/12/9999;Res Camex;272;2021
0302.53.00;-- Saithe (Escamudo*) (Pollachius virens);01/04/2022;31/12/9999;Res Camex;272;2021
0302.54.00;-- Merluzas (Pescadas*) e abr¢teas (Merluccius spp., Urophycis spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.55.00;-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);01/04/2022;31/12/9999;Res Camex;272;2021
0302.56.00;-- Verdinhos (Micromesistius poutassou, Micromesistius australis);01/04/2022;31/12/9999;Res Camex;272;2021
0302.59.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.7;- Til†pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeáa-de-serpente (Channa spp.), exceto subprodutos comest°veis de peixes das subposiá‰es 0302.91 a 0302.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0302.71.00;-- Til†pias (Oreochromis spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.72;-- Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.72.10;Bagre americano (Ictalurus punctatus);01/04/2022;31/12/9999;Res Camex;272;2021
0302.72.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.73.00;-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.74.00;-- Enguias (Anguilla spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.79.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.8;- Outros peixes, exceto subprodutos comest°veis de peixes das subposiá‰es 0302.91 a 0302.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0302.81.00;-- Caá∆o e outros tubar‰es;01/04/2022;31/12/9999;Res Camex;272;2021
0302.82.00;-- Raias (Rajidae);01/04/2022;31/12/9999;Res Camex;272;2021
0302.83;-- Merluza negra e merluza ant†rtica (Marlongas*) (Dissostichus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.83.10;Merluza negra (Dissostichus eleginoides);01/04/2022;31/12/9999;Res Camex;272;2021
0302.83.20;Merluza ant†rtica (Dissostichus mawsoni);01/04/2022;31/12/9999;Res Camex;272;2021
0302.84.00;-- Robalos (Dicentrarchus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.85.00;-- Espar°deos (Sparidae);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.10;Pargo (Lutjanus purpureus);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.2;Cherne-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturj∆o (Acipenser baerii) e peixes-rei (Atherina spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.21;Cherne-poveiro (Polyprion americanus);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.22;Garoupas (Acanthistius spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.23;Esturj∆o (Acipenser baerii);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.24;Peixes-rei (Atherina spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.3;"Curimat∆s (Prochilodus spp.), til†pias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus h°bridos), surubins (Pseudoplatystoma spp.), tra°ra (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucu (Arapaima gigas) e pescadas (Cynoscion spp.)";01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.31;Curimat∆s (Prochilodus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.32;"Til†pias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus h°bridos)";01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.33;Surubins (Pseudoplatystoma spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.34;Tra°ra (Hoplias malabaricus & H. cf. lacerdae);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.35;Piaus (Leporinus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.36;Tainhas (Mugil spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.37;Pirarucu (Arapaima gigas);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.38;Pescadas (Cynoscion spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.4;Piramutaba (Brachyplatystoma vaillantii), dourada (Brachyplatystoma flavicans), pacu (Piaractus mesopotamicus), tambaqui (Colossoma macropomum) e tambacu (h°brido de tambaqui e pacu);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.41;Piramutaba (Brachyplatystoma vaillantii);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.42;Dourada (Brachyplatystoma flavicans);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.43;Pacu (Piaractus mesopotamicus);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.44;Tambaqui (Colossoma macropomum);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.45;Tambacu (h°brido de tambaqui e pacu);01/04/2022;31/12/9999;Res Camex;272;2021
0302.89.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0302.9;- F°gados, ovas, gìnadas masculinas, barbatanas, cabeáas, caudas, bexigas-natat¢rias e outros subprodutos comest°veis de peixes:;01/04/2022;31/12/9999;Res Camex;272;2021
0302.91;-- F°gados, ovas e gìnadas masculinas;01/04/2023;31/12/9999;Res Camex;440;2022
0302.91.10;Ovas de tainhas (Mugil spp.);01/04/2023;31/12/9999;Res Camex;440;2022
0302.91.90;Outros;01/04/2023;31/12/9999;Res Camex;440;2022
0302.92.00;-- Barbatanas de tubar∆o;01/04/2022;31/12/9999;Res Camex;272;2021
0302.99.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
03.03;Peixes congelados, exceto os filÇs (filetes) de peixes e outra carne de peixes da posiá∆o 03.04.;01/04/2022;31/12/9999;Res Camex;272;2021
0303.1;- Salmon°deos, exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.11.00;-- Salm∆o-do-pac°fico (salm∆o-vermelho) (Oncorhynchus nerka);01/04/2022;31/12/9999;Res Camex;272;2021
0303.12.00;-- Outros salm‰es-do-pac°fico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.13.00;-- Salm∆o-do-atlÉntico (Salmo salar) e salm∆o-do-dan£bio (Hucho hucho);01/04/2022;31/12/9999;Res Camex;272;2021
0303.14.00;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster);01/04/2022;31/12/9999;Res Camex;272;2021
0303.19.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.2;- Til†pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeáa-de-serpente (Channa spp.), exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.23.00;-- Til†pias (Oreochromis spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.24;-- Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.24.10;Bagre americano (Ictalurus punctatus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.24.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.25.00;-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.26.00;-- Enguias (Anguilla spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.3;- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae), exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.31.00;-- Linguados-gigantes (Alabotes*) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis);01/04/2022;31/12/9999;Res Camex;272;2021
0303.32.00;-- Solha (Pleuronectes platessa);01/04/2022;31/12/9999;Res Camex;272;2021
0303.33.00;-- Linguados (Solea spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.34.00;-- Pregado (Psetta maxima);01/04/2022;31/12/9999;Res Camex;272;2021
0303.39.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.4;- Atuns (do gànero Thunnus), bonito-listrado (gaiado*) (Katsuwonus pelamis), exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.41.00;-- Albacora-branca (atum) (Thunnus alalunga);01/04/2022;31/12/9999;Res Camex;272;2021
0303.42.00;-- Albacora-laje (atum) (Thunnus albacares);01/04/2022;31/12/9999;Res Camex;272;2021
0303.43.00;-- Bonito-listrado (Gaiado*) (Katsuwonus pelamis);01/04/2022;31/12/9999;Res Camex;272;2021
0303.44.00;-- Albacora-bandolim (atum) (Thunnus obesus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.45.00;-- Atuns-azuis (atuns) (Thunnus thynnus, Thunnus orientalis);01/04/2022;31/12/9999;Res Camex;272;2021
0303.46.00;-- Atum-azul do sul (atum) (Thunnus maccoyii);01/04/2022;31/12/9999;Res Camex;272;2021
0303.49.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.5;- Arenques (Clupea harengus, Clupea pallasii), anchovas (biqueir‰es*) (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus), cavalinhas (sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus), cavalas-do-°ndico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xarÇus (Caranx spp.), bijupir† (cobia*) (Rachycentron canadum), pampos-prateado (Pampus spp.), agulh∆o-do-jap∆o (Cololabis saira), charros (Decapterus spp.), capelim (Mallotus villosus), espadarte (Xiphias gladius), merma-oriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae), exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.51.00;-- Arenques (Clupea harengus, Clupea pallasii);01/04/2022;31/12/9999;Res Camex;272;2021
0303.53.00;-- Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (Sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.54.00;-- Cavalinhas (Sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.55.00;-- Carapaus (Trachurus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.56.00;-- Bijupir† (Cobia*) (Rachycentron canadum);01/04/2022;31/12/9999;Res Camex;272;2021
0303.57.00;-- Espadarte (Xiphias gladius);01/04/2022;31/12/9999;Res Camex;272;2021
0303.59;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.59.10;Espadins, marlins, veleiros (Istiophoridae);01/04/2022;31/12/9999;Res Camex;272;2021
0303.59.20;Anchoita (Engraulis anchoita);01/04/2022;31/12/9999;Res Camex;272;2021
0303.59.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.6;- Peixes das fam°lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.63.00;-- Bacalhau-do-atlÉntico (Gadus morhua), bacalhau-da-groelÉndia (Gadus ogac) e bacalhau-do-pac°fico (Gadus macrocephalus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.64.00;-- Hadoque (Arinca*) (Melanogrammus aeglefinus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.65.00;-- Saithe (Escamudo*) (Pollachius virens);01/04/2022;31/12/9999;Res Camex;272;2021
0303.66.00;-- Merluzas (Pescadas*) e abr¢teas (Merluccius spp., Urophycis spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.67.00;-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);01/04/2022;31/12/9999;Res Camex;272;2021
0303.68.00;-- Verdinhos (Micromesistius poutassou, Micromesistius australis);01/04/2022;31/12/9999;Res Camex;272;2021
0303.69;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.69.10;Merluza rosada (Macruronus magellanicus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.69.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.8;- Outros peixes, exceto subprodutos comest°veis de peixes das subposiá‰es 0303.91 a 0303.99:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81;-- Caá∆o e outros tubar‰es;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.1;Tubar∆o-azul (Prionace glauca);01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.11;Inteiro;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.12;Eviscerado, sem cabeáa e sem barbatanas;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.13;Em pedaáos, com pele;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.14;Em pedaáos, sem pele;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.81.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.82.00;-- Raias (Rajidae);01/04/2022;31/12/9999;Res Camex;272;2021
0303.83;-- Merluza negra e merluza ant†rtica (Marlongas*) (Dissostichus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.83.1;Merluza negra (Dissostichus eleginoides);01/04/2022;31/12/9999;Res Camex;272;2021
0303.83.11;Evisceradas, sem cabeáa e sem cauda;01/04/2022;31/12/9999;Res Camex;272;2021
0303.83.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
0303.83.2;Merluza ant†rtica (Dissostichus mawsoni);01/04/2022;31/12/9999;Res Camex;272;2021
0303.83.21;Evisceradas, sem cabeáa e sem cauda;01/04/2022;31/12/9999;Res Camex;272;2021
0303.83.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
0303.84.00;-- Robalos (Dicentrarchus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.10;Corvina (Micropogonias furnieri);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.20;Pescadas (Cynoscion spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.3;Pargo (Lutjanus purpureus) e peixe-sapo (Lophius gastrophysus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.32;Pargo (Lutjanus purpureus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.33;Peixe-sapo (Lophius gastrophysus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.4;Cherne-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), tainhas (Mugil spp.), esturj‰es (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus), peixes-rei (Atherina spp.) e nototenias (Patagonotothen spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.41;Cherne-poveiro (Polyprion americanus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.42;Garoupas (Acanthistius spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.43;Tainhas (Mugil spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.44;Esturj‰es (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.45;Peixes-rei (Atherina spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.46;Nototenias (Patagonotothen spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.5;"Curimat∆s (Prochilodus spp.), til†pias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus h°bridos), surubins (Pseudoplatystoma spp.), tra°ra (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.) e pirarucu (Arapaima gigas)";01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.51;Curimat∆s (Prochilodus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.52;"Til†pias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus h°bridos)";01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.53;Surubins (Pseudoplatystoma spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.54;Tra°ra (Hoplias malabaricus & H. cf. lacerdae);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.55;Piaus (Leporinus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.56;Pirarucu (Arapaima gigas);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.6;Piramutaba (Brachyplatystoma vaillantii), dourada (Brachyplatystoma flavicans), pacu (Piaractus mesopotamicus), tambaqui (Colossoma macropomum) e tambacu (h°brido de tambaqui e pacu);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.61;Piramutaba (Brachyplatystoma vaillantii);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.62;Dourada (Brachyplatystoma flavicans);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.63;Pacu (Piaractus mesopotamicus);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.64;Tambaqui (Colossoma macropomum);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.65;Tambacu (h°brido de tambaqui e pacu);01/04/2022;31/12/9999;Res Camex;272;2021
0303.89.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.9;- F°gados, ovas, gìnadas masculinas, barbatanas, cabeáas, caudas, bexigas-natat¢rias e outros subprodutos comest°veis de peixes:;01/04/2022;31/12/9999;Res Camex;272;2021
0303.91;-- F°gados, ovas e gìnadas masculinas;01/04/2023;31/12/9999;Res Camex;440;2022
0303.91.10;Ovas de tainhas (Mugil spp.);01/04/2023;31/12/9999;Res Camex;440;2022
0303.91.90;Outros;01/04/2023;31/12/9999;Res Camex;440;2022
0303.92.00;-- Barbatanas de tubar∆o;01/04/2022;31/12/9999;Res Camex;272;2021
0303.99;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0303.99.10;Cabeáas de Merluza negra (Dissostichus eleginoides);01/04/2022;31/12/9999;Res Camex;272;2021
0303.99.20;Cabeáas de Merluza ant†rtica (Dissostichus mawsoni);01/04/2022;31/12/9999;Res Camex;272;2021
0303.99.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
03.04;FilÇs (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados.;01/04/2022;31/12/9999;Res Camex;272;2021
0304.3;- FilÇs (filetes) de til†pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeáa-de-serpente (Channa spp.), frescos ou refrigerados:;01/04/2022;31/12/9999;Res Camex;272;2021
0304.31.00;-- Til†pias (Oreochromis spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0304.32;-- Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);01/04/2022;31/12/9999;Res Camex;272;2021
0304.32.10;Bagre americano (Ictalurus punctatus);01/04/2022;31/12/9999;Res Camex;272;2021
0304.32.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0304.33.00;-- Perca-do-nilo (Lates niloticus);01/04/2022;31/12/9999;Res Camex;272;2021
0304.39.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
0304.4;- FilÇs (filetes) de outros peixes, frescos ou refrigerados:;01/04/2022;31/12/9999;Res Camex;272;2021
0304.41.00;-- Salm‰es-do-pac°fico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salm∆o-do-atlÉntico (Salmo salar) e salm∆o-do-dan£bio (Hucho hucho);01/04/2022;31/12/9999;Res Camex;272;2021
0304.42.00;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster);01/04/2022;31/12/9999;Res Camex;272;2021
0304.43.00;-- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae);01/04/2022;31/12/9999;Res Camex;272;2021
0304.44.00;-- Peixes das fam°lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae;01/04/2022;31/12/9999;Res Camex;272;2021
0304.45.00;-- Espadarte (Xiphias gladius);01/04/2022;31/12/9999;Res Camex;272;2021
